train_loss,epoch,step,val_loss
7108.96728515625,0,49,
5643.8076171875,0,99,
4574.8349609375,0,149,
3661.553466796875,0,199,
2892.77099609375,0,249,
2257.176025390625,0,299,
1739.7540283203125,0,349,
1324.865478515625,0,399,
996.2722778320312,0,449,
740.0170288085938,0,499,
542.734619140625,0,549,
393.0325622558594,0,599,
280.95635986328125,0,649,
,0,652,294.3686218261719
198.27755737304688,1,699,
138.02268981933594,1,749,
95.77371215820312,1,799,
64.32041931152344,1,849,
43.0235595703125,1,899,
28.41500473022461,1,949,
18.534467697143555,1,999,
27.03030776977539,1,1049,
7.7006449699401855,1,1099,
5.216889381408691,1,1149,
3.198171377182007,1,1199,
1.987722396850586,1,1249,
1.3229775428771973,1,1299,
,1,1305,22.277935028076172
0.9641016721725464,2,1349,
0.6178643107414246,2,1399,
0.8402579426765442,2,1449,
0.5044534206390381,2,1499,
0.39125552773475647,2,1549,
0.4309980869293213,2,1599,
0.3210316300392151,2,1649,
0.2902088761329651,2,1699,
0.2547343671321869,2,1749,
0.29308491945266724,2,1799,
0.34258365631103516,2,1849,
0.26915299892425537,2,1899,
0.31955912709236145,2,1949,
,2,1958,21.27190589904785
1.1201270818710327,3,1999,
2.1032731533050537,3,2049,
0.28241169452667236,3,2099,
0.2225055694580078,3,2149,
0.38748031854629517,3,2199,
0.25087109208106995,3,2249,
0.2997238039970398,3,2299,
0.3706852197647095,3,2349,
0.23156633973121643,3,2399,
0.577811062335968,3,2449,
0.21972240507602692,3,2499,
0.2406020164489746,3,2549,
0.22009649872779846,3,2599,
,3,2611,21.25087547302246
0.2142782211303711,4,2649,
0.25006645917892456,4,2699,
0.2618918716907501,4,2749,
0.20977893471717834,4,2799,
0.5972833633422852,4,2849,
0.274336040019989,4,2899,
0.44183844327926636,4,2949,
0.26392072439193726,4,2999,
1.0935420989990234,4,3049,
0.2757001519203186,4,3099,
0.2303629219532013,4,3149,
18.88129997253418,4,3199,
0.23999659717082977,4,3249,
,4,3264,21.242280960083008
0.22300466895103455,5,3299,
0.2574635446071625,5,3349,
0.2696303725242615,5,3399,
0.22002321481704712,5,3449,
0.246125265955925,5,3499,
0.3781799376010895,5,3549,
0.24700301885604858,5,3599,
0.22536702454090118,5,3649,
0.20638394355773926,5,3699,
0.2550419270992279,5,3749,
0.22496312856674194,5,3799,
0.49380967020988464,5,3849,
0.22407066822052002,5,3899,
,5,3917,21.23874855041504
0.2635214328765869,6,3949,
0.31189754605293274,6,3999,
0.23158469796180725,6,4049,
0.19765396416187286,6,4099,
0.23439262807369232,6,4149,
0.2280154824256897,6,4199,
0.21479512751102448,6,4249,
0.19194211065769196,6,4299,
0.18853195011615753,6,4349,
1.5810527801513672,6,4399,
0.27685853838920593,6,4449,
0.22248612344264984,6,4499,
0.21354785561561584,6,4549,
,6,4570,21.237428665161133
0.2141379863023758,7,4599,
0.23448708653450012,7,4649,
0.20387038588523865,7,4699,
0.9683797359466553,7,4749,
2.5655391216278076,7,4799,
0.20330369472503662,7,4849,
0.24768725037574768,7,4899,
1.8682574033737183,7,4949,
0.2599917948246002,7,4999,
0.21842968463897705,7,5049,
0.2287038266658783,7,5099,
0.18804620206356049,7,5149,
0.2274823933839798,7,5199,
,7,5223,21.23685646057129
8.32649040222168,8,5249,
0.20684176683425903,8,5299,
0.1942964643239975,8,5349,
0.26422232389450073,8,5399,
0.20647892355918884,8,5449,
0.23793964087963104,8,5499,
0.22929207980632782,8,5549,
0.30281367897987366,8,5599,
0.23446707427501678,8,5649,
0.2013043910264969,8,5699,
56.100276947021484,8,5749,
0.21763689815998077,8,5799,
0.31607338786125183,8,5849,
,8,5876,21.236482620239258
0.23090475797653198,9,5899,
0.2720712423324585,9,5949,
0.24637997150421143,9,5999,
0.22881005704402924,9,6049,
0.15913648903369904,9,6099,
0.2531028985977173,9,6149,
0.2148040235042572,9,6199,
0.21490880846977234,9,6249,
0.22806128859519958,9,6299,
0.20670086145401,9,6349,
0.2037317007780075,9,6399,
13.542047500610352,9,6449,
0.2017567753791809,9,6499,
